movie_title,year,rank,star_cast,rating,vote,link,genres
The Third Man,1949,164,"Carol Reed (dir.), Orson Welles, Joseph Cotten",8.116684115376087,165239,https://www.imdb.com/title/tt0041959/,"Film-Noir,Mystery,Thriller"
Smultronstället,1957,165,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.116181563346053,102220,https://www.imdb.com/title/tt0050986/,"Drama,Romance"
V for Vendetta,2005,166,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.114248235167812,1066966,https://www.imdb.com/title/tt0434409/,"Action,Drama,Sci-Fi,Thriller"
Jurassic Park,1993,167,"Steven Spielberg (dir.), Sam Neill, Laura Dern",8.114118259257516,909801,https://www.imdb.com/title/tt0107290/,"Action,Adventure,Sci-Fi,Thriller"
The Truman Show,1998,168,"Peter Weir (dir.), Jim Carrey, Ed Harris",8.114062883206254,989999,https://www.imdb.com/title/tt0120382/,"Comedy,Drama"
Binnenstebuiten,2015,169,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.113563932209756,654263,https://www.imdb.com/title/tt2096673/,"Animation,Adventure,Comedy,Family,Fantasy"
Salinui chueok,2003,170,"Bong Joon Ho (dir.), Kang-ho Song, Kim Sang-kyung",8.113074656762704,158976,https://www.imdb.com/title/tt0353969/,"Crime,Drama,Mystery,Thriller"
Blade Runner,1982,171,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.112207245748007,722432,https://www.imdb.com/title/tt0083658/,"Action,Sci-Fi,Thriller"
Trainspotting,1996,172,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.111982607290061,656371,https://www.imdb.com/title/tt0117951/,Drama
The Bridge on the River Kwai,1957,173,"David Lean (dir.), William Holden, Alec Guinness",8.110958324629777,211351,https://www.imdb.com/title/tt0050212/,"Adventure,Drama,War"
Fargo,1996,174,"Joel Coen (dir.), William H. Macy, Frances McDormand",8.109643181460296,643721,https://www.imdb.com/title/tt0116282/,"Crime,Drama,Thriller"
Warrior,2011,175,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.109525350004562,450263,https://www.imdb.com/title/tt1291584/,"Action,Crime,Drama,History"
Finding Nemo,2003,176,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.10796639403446,984637,https://www.imdb.com/title/tt0266543/,"Animation,Adventure,Comedy,Family"
Kill Bill: Vol 1,2003,177,"Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.106302716396305,1046821,https://www.imdb.com/title/tt0266697/,"Action,Crime,Drama,Thriller"
Gejaagd door de wind,1939,178,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.1063026084317,301587,https://www.imdb.com/title/tt0031381/,"Drama,History,Romance,War"
Tôkyô monogatari,1953,179,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.105924225936642,57667,https://www.imdb.com/title/tt0046438/,Drama
Babam ve Oglum,2005,180,"Cagan Irmak (dir.), Eser Sariyar, Çetin Tekindor",8.104266113110851,83148,https://www.imdb.com/title/tt0476735/,"Drama,Family"
On the Waterfront,1954,181,"Elia Kazan (dir.), Marlon Brando, Karl Malden",8.101623376586556,148589,https://www.imdb.com/title/tt0047296/,"Crime,Drama,Thriller"
Stalker,1979,182,"Andrei Tarkovsky (dir.), Alisa Freyndlikh, Aleksandr Kaydanovskiy",8.095157236348472,126208,https://www.imdb.com/title/tt0079944/,"Drama,Sci-Fi"
Relatos salvajes,2014,183,"Damián Szifron (dir.), Darío Grandinetti, María Marull",8.092583196877616,187051,https://www.imdb.com/title/tt3011894/,"Comedy,Drama,Thriller"
Sherlock Jr,1924,184,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.091311405733224,46000,https://www.imdb.com/title/tt0015324/,"Action,Comedy,Romance"
The General,1926,185,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.091171146130002,86863,https://www.imdb.com/title/tt0017925/,"Action,Adventure,Comedy,Drama,War"
The Deer Hunter,1978,186,"Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.0908633195841,324772,https://www.imdb.com/title/tt0077416/,"Drama,War"
Gran Torino,2008,187,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.08948535947079,742343,https://www.imdb.com/title/tt1205489/,Drama
Persona,1966,188,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.088066458941077,110793,https://www.imdb.com/title/tt0060827/,"Crime,Drama,Mystery,Thriller"
The Grand Budapest Hotel,2014,189,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.08623888226651,746042,https://www.imdb.com/title/tt2278388/,"Adventure,Comedy,Crime"
Prisoners,2013,190,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.085157278464084,638377,https://www.imdb.com/title/tt1392214/,"Crime,Drama,Mystery,Thriller"
Mary and Max,2009,191,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.08449950326764,170649,https://www.imdb.com/title/tt0978762/,"Animation,Comedy,Drama,Family"
Before Sunrise,1995,192,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.084467855760595,287127,https://www.imdb.com/title/tt0112471/,"Drama,Romance"
Mr Smith Goes to Washington,1939,193,"Frank Capra (dir.), James Stewart, Jean Arthur",8.081918685984935,111458,https://www.imdb.com/title/tt0031679/,"Comedy,Drama"
Room,2015,194,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.081106011776885,393189,https://www.imdb.com/title/tt3170832/,"Drama,Thriller"
In the Name of the Father,1993,195,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.080665951012454,166073,https://www.imdb.com/title/tt0107207/,"Biography,Crime,Drama"
Catch Me If You Can,2002,196,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.080285593210796,886852,https://www.imdb.com/title/tt0264464/,"Biography,Crime,Drama"
Barry Lyndon,1975,197,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.078646090053068,158433,https://www.imdb.com/title/tt0072684/,"Adventure,Drama,History,War"
Gone Girl,2014,198,"David Fincher (dir.), Ben Affleck, Rosamund Pike",8.077620947932367,909612,https://www.imdb.com/title/tt2267998/,"Drama,Mystery,Thriller"
Hacksaw Ridge,2016,199,"Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.076429704165138,468180,https://www.imdb.com/title/tt2119532/,"Biography,Drama,History,War"
Andhadhun,2018,200,"Sriram Raghavan (dir.), Ayushmann Khurrana, Tabu",8.075556145406109,82890,https://www.imdb.com/title/tt8108198/,"Crime,Drama,Music,Mystery,Thriller"
Spionnage in het spel,1942,201,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.073099004126135,33786,https://www.imdb.com/title/tt0035446/,"Comedy,Romance,War"
La passion de Jeanne d'Arc,1928,202,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.073074802586834,51458,https://www.imdb.com/title/tt0019254/,"Biography,Drama,History"
Le Mans '66,2019,203,"James Mangold (dir.), Matt Damon, Christian Bale",8.069402099917188,336194,https://www.imdb.com/title/tt1950186/,"Action,Biography,Drama,Sport"
12 Years a Slave,2013,204,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.068640037981915,665256,https://www.imdb.com/title/tt2024544/,"Biography,Drama,History"
The Big Lebowski,1998,205,"Joel Coen (dir.), Jeff Bridges, John Goodman",8.067555142993372,766659,https://www.imdb.com/title/tt0118715/,"Comedy,Crime,Sport"
How to Train Your Dragon,2010,206,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.063005886184268,694206,https://www.imdb.com/title/tt0892769/,"Animation,Action,Adventure,Drama,Family,Fantasy"
Mad Max: Fury Road,2015,207,"George Miller (dir.), Tom Hardy, Charlize Theron",8.06136465137472,928059,https://www.imdb.com/title/tt1392190/,"Action,Adventure,Sci-Fi,Thriller"
Höstsonaten,1978,208,"Ingmar Bergman (dir.), Ingrid Bergman, Liv Ullmann",8.060527631400737,31291,https://www.imdb.com/title/tt0077711/,"Drama,Music"
Dead Poets Society,1989,209,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.06042670302852,449543,https://www.imdb.com/title/tt0097165/,"Comedy,Drama"
Ben Hur,1959,210,"William Wyler (dir.), Charlton Heston, Jack Hawkins",8.05958721141371,228699,https://www.imdb.com/title/tt0052618/,"Action,Adventure,Drama,History"
Million Dollar Baby,2004,211,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.058729500476186,658118,https://www.imdb.com/title/tt0405159/,"Drama,Sport"
Het loon van de Angst,1953,212,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.058221015382657,58243,https://www.imdb.com/title/tt0046268/,"Adventure,Drama,Thriller"
Harry Potter and the Deathly Hallows: Part 2,2011,213,"David Yates (dir.), Daniel Radcliffe, Emma Watson",8.057464178834607,803346,https://www.imdb.com/title/tt1201607/,"Adventure,Fantasy,Mystery"
Stand by Me,1986,214,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.055377445693434,380355,https://www.imdb.com/title/tt0092005/,"Adventure,Drama"
Network,1976,215,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.055254019765231,152444,https://www.imdb.com/title/tt0074958/,Drama
Ah-ga-ssi,2016,216,"Park Chan-Wook (dir.), Kim Min-hee, Ha Jung-woo",8.055252327028782,128156,https://www.imdb.com/title/tt4016934/,"Drama,Romance,Thriller"
Logan,2017,217,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.051085148433382,688603,https://www.imdb.com/title/tt3315342/,"Action,Drama,Sci-Fi,Thriller"
Cool Hand Luke,1967,218,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.050923016999638,170165,https://www.imdb.com/title/tt0061512/,"Crime,Drama"
Les quatre cents coups,1959,219,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.050400273828783,111469,https://www.imdb.com/title/tt0053198/,"Crime,Drama"
Gangs of Wasseypur,2012,220,"Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha",8.049585868243613,89800,https://www.imdb.com/title/tt1954470/,"Action,Comedy,Crime,Drama,Thriller"
Hachi,2009,221,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.048732173161543,266848,https://www.imdb.com/title/tt1028532/,"Biography,Drama,Family"
La haine,1995,222,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.048042551376074,160265,https://www.imdb.com/title/tt0113247/,"Crime,Drama"
Platoon,1986,223,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.046633401432537,395504,https://www.imdb.com/title/tt0091763/,"Drama,War"
Eskiya,1996,224,"Yavuz Turgul (dir.), Sener Sen, Ugur Yücel",8.045390547636227,67721,https://www.imdb.com/title/tt0116231/,"Crime,Drama,Thriller"
Spotlight,2015,225,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.04395224011875,442752,https://www.imdb.com/title/tt1895587/,"Biography,Crime,Drama"
Koe no katachi,2016,226,"Naoko Yamada (dir.), Miyu Irino, Saori Hayami",8.04333151420805,63342,https://www.imdb.com/title/tt5323662/,"Animation,Drama"
Monty Python's Life of Brian,1979,227,"Terry Jones (dir.), Graham Chapman, John Cleese",8.041656692456629,381700,https://www.imdb.com/title/tt0079470/,Comedy
Rebecca,1940,228,"Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.041118701849783,131131,https://www.imdb.com/title/tt0032976/,"Drama,Mystery,Romance,Thriller"
"Monsters, Inc",2001,229,"Pete Docter (dir.), Billy Crystal, John Goodman",8.040684542727433,851373,https://www.imdb.com/title/tt0198781/,"Animation,Adventure,Comedy,Family,Fantasy"
Hotel Rwanda,2004,230,"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.039589633473685,343715,https://www.imdb.com/title/tt0395169/,"Biography,Drama,History,War"
Fa yeung nin wah,2000,231,"Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung",8.038772039353352,136821,https://www.imdb.com/title/tt0118694/,"Drama,Romance"
Rush,2013,232,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.038003768932374,452823,https://www.imdb.com/title/tt1979320/,"Action,Biography,Drama,Sport"
Into the Wild,2007,233,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.03676407595303,594790,https://www.imdb.com/title/tt0758758/,"Adventure,Biography,Drama"
Amores perros,2000,234,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.035104530648306,232207,https://www.imdb.com/title/tt0245712/,"Drama,Thriller"
Andrei Rublev,1966,235,"Andrei Tarkovsky (dir.), Anatoliy Solonitsyn, Ivan Lapikov",8.034278608451217,50846,https://www.imdb.com/title/tt0060107/,"Biography,Drama,History"
Rocky,1976,236,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.034020582338261,540042,https://www.imdb.com/title/tt0075148/,"Drama,Sport"
Kaze no tani no Naushika,1984,237,"Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura",8.031023627404482,160064,https://www.imdb.com/title/tt0087544/,"Animation,Adventure,Fantasy,Sci-Fi"
Het gebeurde op 'n avond,1934,238,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.030896929729368,98868,https://www.imdb.com/title/tt0025316/,"Comedy,Romance"
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,239,"Hideaki Anno (dir.), Megumi Ogata, Megumi Hayashibara",8.030459558315476,46499,https://www.imdb.com/title/tt0169858/,"Animation,Action,Drama,Fantasy,Sci-Fi"
Before Sunset,2004,240,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.027658749504193,248162,https://www.imdb.com/title/tt0381681/,"Drama,Romance"
De slag om Algiers,1966,241,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.02749552485468,56845,https://www.imdb.com/title/tt0058946/,"Drama,War"
Fanny och Alexander,1982,242,"Ingmar Bergman (dir.), Bertil Guve, Pernilla Allwin",8.026658207987062,60822,https://www.imdb.com/title/tt0083922/,Drama
Trois couleurs: Rouge,1994,243,"Krzysztof Kieslowski (dir.), Irène Jacob, Jean-Louis Trintignant",8.024369104605054,97988,https://www.imdb.com/title/tt0111495/,"Drama,Mystery,Romance"
"Paris, Texas",1984,244,"Wim Wenders (dir.), Harry Dean Stanton, Nastassja Kinski",8.023326633088539,99190,https://www.imdb.com/title/tt0087884/,Drama
Kimetsu no Yaiba: Mugen Ressha-Hen,2020,245,"Haruo Sotozaki (dir.), Natsuki Hanae, Akari Kitô",8.023173997969383,36396,https://www.imdb.com/title/tt11032374/,"Animation,Action,Adventure,Fantasy,Horror,Thriller"
The Princess Bride,1987,246,"Rob Reiner (dir.), Cary Elwes, Mandy Patinkin",8.022732727544183,408502,https://www.imdb.com/title/tt0093779/,"Adventure,Family,Fantasy,Romance"
Le notti di Cabiria,1957,247,"Federico Fellini (dir.), Giulietta Masina, François Périer",8.020728941520787,46041,https://www.imdb.com/title/tt0050783/,Drama
Du rififi chez les hommes,1955,248,"Jules Dassin (dir.), Jean Servais, Carl Möhner",8.020654847179722,32586,https://www.imdb.com/title/tt0048021/,"Crime,Drama,Thriller"
Sunrise: A Song of Two Humans,1927,249,"F.W. Murnau (dir.), George O'Brien, Janet Gaynor",8.019291056941926,49578,https://www.imdb.com/title/tt0018455/,"Drama,Romance"
Hera Pheri,2000,250,"Priyadarshan (dir.), Akshay Kumar, Suniel Shetty",8.019114154763434,62266,https://www.imdb.com/title/tt0242519/,"Action,Comedy,Crime,Drama"
